Korean,English,score
선생님 그 부분 관련해서는 저희 #@소속#에서는 안내가 어렵습니다,"Teacher, it is difficult for us at #@affiliation# to provide guidance on that matter.",2
아니 그럼 어디에 물어봐야 알 수 있는 거예요,"No, then where should I ask to find out?",2
제가 안내해드린 번호에 문의를 해주시는 부분이 좋으실 듯 합니다,I think it would be better to call the number I gave you.,2
아니 데이터베이스를 안 가지고 있고 다 뭐 안내하라고 해요,"No, I don't have a database and they are telling me to guide them.",1
뭐 물어보라고 해요 알려 주는 것도 없고,Ask me anything and I won't tell you anything.,1
선생님 관련 부분 도움드리지 못해 죄송합니다,I'm sorry I couldn't help you with the teacher-related part.,2
답답해 죽겠네 정말,"I'm dying of frustration, really",0
폐기물 관련은 해당 지역 시군청 업무로 번호를 안내해드린 부분입니다,"For matters related to waste disposal, we have provided you with the number for the local city/county office.",2
아니 전화를 해도 해결된 게 없네,"No, calling didn't solve anything",0
선생님 말씀드린 대표 번호로 문의해 주시는 게 좋으실 듯 합니다,I think it would be better to call the representative number I told you.,2
이 상담원 어떻게 말 안 한 거 같은데 성함이 어떻게 되세요,"I don't think this counselor said anything, but what is your name?",2
제 이름은 #@이름# 상담사입니다,My name is counselor #@name#,2
네 #@이름# 상담사님 알겠습니다,"Yes, #@Name#, I understand, counselor.",2
반갑습니다 #@소속# #@이름#입니다 무엇을 도와드릴까요,"Nice to meet you, I'm #@Affiliation# #@Name# How may I help you?",2
예 안녕하세요 #@소속#에 #@이름# 기자라고 하거든요,"Yes, hello. I'm a reporter from #@Affiliation# and #@Name#.",2
네 어떤 용건으로 연락 주셨나요,"Yes, what brings you to my attention?",2
예 여기 민방위 좀 부탁드릴게요,"Yes, I'd like to ask for civil defense here.",2
민방위 대피소 관련해서 궁금한 게 있습니다,I have a question about civil defense shelters.,2
민방위 대피소 관련으로 인한 어떤 문의이십니까,Do you have any questions regarding Civil Defense Shelters?,2
뭐 대피소가 얼마나 되는지 숫자를 알고 싶습니다,I would like to know the number of shelters,2
또 어떻게 관리하고 있는지 궁금해서요,I'm also curious as to how you manage it.,2
대피소 현황과 관리에 대한 문의십니까,Do you have any questions about the shelter status and management?,2
확인 후 안내해드리겠습니다 잠시만 기다려주시겠습니까,I will check and inform you. Could you please wait a moment?,2
네 안내 기다리겠습니다,"Yes, I will wait for your guidance.",2
선생님 기다려주셔서 감사합니다,"Thank you for waiting, teacher.",2
안전 정책과에 담당자가 확인되었습니다,The person in charge of the safety policy department has been identified,2
제가 먼저 문의 후 연결 도와드리겠습니다,I will contact you first and then help you connect.,2
잠시만요 안전 정책과에 누구요,"Excuse me, who is in the safety policy department?",2
민방위 경보 시설 확충 사업 추진 담당자입니다,I am in charge of promoting the civil defense warning facility expansion project.,2
네 담당자에게 연결 부탁드릴게요 그리고 번호 좀 알려주시고요,"Yes, please connect me to the person in charge and give me the number.",2
네 번호 불러드릴텐데 메모 가능하십니까,"I'll call your number, can you take a note of it?",2
네 가능합니다 번호 말씀해주세요,"Yes, you can. Please tell me your number.",2
제 전화번호는 #@전번#입니다,My phone number is #@phone#,2
예 담당자 연결 부탁드릴게요,"Yes, please connect me with the person in charge.",2
#@소속# 의회 도 의 뭐라고 해야 합니까 의장실 도의회 의장,#@Affiliation# What should I say to the National Assembly? Speaker's Office Speaker of the National Assembly,2
죄송하지만 #@소속# 건물이 네 개의 건물로 구성이 되어 있습니다,"Sorry, but #@affiliation# building is made up of four buildings.",2
도청 건물이 #@주소#과 #@주소# 경계 지역에 위치를 하고 있습니다,The wiretapping building is located on the border between #@Address# and #@Address#,2
의회는 #@소속# 주소지입니다 그래서 제가 주소지 안내해드리겠습니다,The address of the council is #@affiliation# so I will guide you to the address.,2
그래요 네 잠깐만요 불러주세요,"Yes, yes, please call me.",2
네 #@주소# 도의회 #@이름#의장님 비서실 앞으로 보내주시면 됩니다,"Yes, please send it to #@Address#, Council #@Name#, Chairman's Secretary's Office.",2
네 #@이름# 의장님이요,"Yes, Chairman #@Name#",2
네 맞습니다 #@이름# 의장님 비서실 앞 입니다,"Yes, that's right #@Name# It's in front of the chairman's secretary's office.",2
그리고 한 가지 더 추가 말씀드리겠습니다,And let me add one more thing.,2
#@소속#에서 #@소속#으로 승격된 지 얼마 되지 않았습니다,It hasn't been long since I was promoted from #@affiliation# to #@affiliation#,2
만약에 확인이 어려우시면 #@소속#으로 검색하셔야 합니다,"If you have trouble confirming, you should search for #@affiliation#",2
검색에 나온 결과대로 보내주시면 좋으실 듯 합니다,I think it would be better if you sent it to me as per the search results.,2
예 안되면 #@소속#으로 검색하겠습니다,"If not, I will search for #@affiliation#",2
네 더 다른 문의사항 있으십니까,"Yes, do you have any other questions?",2
검색에 나온 대로 보내면 된다는 말씀이죠,You're saying that I should just send it as it appears in the search results?,2
네 그렇습니다 다른 문의사항 있으십니까,"Yes, that's right. Do you have any other questions?",2
아니요 다른 문의사항 없습니다 감사합니다,"No, no other questions, thank you",2
네 원활한 업무처리 하시길 바랍니다 감사합니다,"Yes, I hope your work goes smoothly. Thank you.",2
제가 번호 안내해드리겠습니다 메모 가능하십니까,I'll give you the number. Can you make a note of it?,2
네 번호 말씀해주세요,Please tell me your number.,2
선생님 제가 인터넷 확인해보니 #@소속#는 확인이 어렵습니다,"Teacher, I checked the internet and it is difficult to confirm #@affiliation#",2
#@소속#는 확인이 안 되고 #@소속#가 확인됩니다,"#@Affiliation# is not confirmed, but #@Affiliation# is confirmed",2
#@소속# 안내센터가 면사무소 전화번호도 몰라요,#@Affiliation# The information center doesn't even know the phone number of the local office,2
#@소속# 전화번호 달라니까 참,#@Affiliation# Please give me your phone number,0
네 선생님 #@소속#는 확인이 어렵습니다,"Yes, teacher, it is difficult to confirm #@affiliation#",2
#@주소#으로 승격이 돼 #@소속#의 번호를 안내해드리는 부분입니다,This is the part where you are promoted to #@Address# and are informed of the number of #@Affiliation#.,2
#@주소#이 #@주소#으로 승격됐다구요,#@Address# has been promoted to #@Address#,2
네 #@주소#으로 승격됐습니다,"Yes, you have been promoted to #@Address#",2
그러면 #@소속#는 몇 번인 가요,Then what number is #@affiliation#?,2
네 안내해드리겠습니다 메모 가능하십니까,"Yes, I will guide you. Can you take notes?",2
네 번호 불러주세요,Please call my number.,2
지역번호 #@전번#번입니다,Area code #@phone number#,2
#@전번#죠 그러면 #@소속#은 몇 번이에요,#@Phone# Then what is your #@Affiliation#?,2
#@소속# 번호 문의 맞으십니까 지역번호 #@전번# 번입니다,#@Affiliation# Is this the correct number? The area code is #@Phone#,2
따로 없어요 대표번호 말고 재활용 담당자 번호나,"There is no separate number, other than the representative number, or the recycling manager number.",2
확인이 어렵고 대표번호로 문의를 해주는 부분이 좋으실 듯 합니다,"It is difficult to confirm, so it would be better to contact the main number.",2
잠시만요 혹시 메모 가능하십니까,"Excuse me, can I take a note?",2
전화번호 아니면 주소 어떤 거요,Phone number or address?,2
주소와 전화번호 모두 안내 가능합니다,Both address and phone number can be provided.,2
예 주소를 불러주세요,"Yes, please give me the address.",2
네 메모 가능하십니까,"Yes, can you take notes?",2
먼저 #@이름#님 비서실 주소부터 알려주세요,"First, please tell me the address of #@name#'s secretary's office.",2
#@이름#님 비서실 주소부터 안내를 해드리겠습니다,#@Name# I will start by giving you the address of the secretary's office.,2
잠깐만요 제가 직접 쓰겠습니다,"Wait a minute, I'll write it myself",2
네 준비되실 때까지 기다리겠습니다,"Yes, I will wait until you are ready.",2
주소는 #@주소# 그 다음에 직위 공식 명칭 도지사죠,The address is #@address# and then the official title is Governor.,2
