Korean,English
영화관에서 영화 보는 거 좋아한다고?,Do you like watching movies at the cinema?
웅 영화관에서 보는 거 좋아해,"Yeah, I like watching it at the cinema."
"키키 나도,","Kiki me too,"
근데 코로나 때문에 자주 못 가지?,But you can't go often because of Corona?
웅 맞아,"Yeah, that's right"
다들 거리두기하느라,Everyone is keeping social distance
"맞아,","that's right,"
언니 최근에 갔을 때가 언제야?,"Sister, when was the last time you went?"
나 움 한 두 달 전에?,Me a month or two ago?
익산,Iksan
헐 두 달 전?,"Oh my, two months ago?"
뭐 보러 갔었어?,What did you go see?
그때 뭐 봤는지 기억도 안 난다,I don't even remember what I saw then
"그때면, 여름이라, 혹시 랑종 보지 않았어?","At that time, it was summer, so did you happen to see a langzhong?"
남자친구랑 싸워서 제대로 기억도 안 나 하하,I fought with my boyfriend so I don't even remember properly haha
키키 헐 왜 거기까지 가서 싸워!,"Kiki, why did you go all the way there to fight!"
웅 원래 어디 가기만 하면 싸워,"Yeah, wherever you go, there's always a fight"
"키키 에혀,","Kiki eh,"
진짜 영화 기억도 안 나겄다~,I really don't remember the movie~
웅 기억도 안 나,"Yeah, I don't even remember"
익산도 가기 싫어,I don't want to go to Iksan Island
나 지금 식욕 폭발 중이여!,I'm having a huge appetite right now!
왜 마법 걸렸어?,Why were you under a spell?
난 아닌데 왜 이러지 키키,"It's not me, why are you like this Kiki"
억 키키 정확한 걸?,"A hundred million kiki, is that correct?"
나 대자연이 터져버렸어 ㅜ,Mother Nature has burst into me ㅜ
통증은 ㅠㅠ 약 먹어라 얼른 아파,"The pain is ㅠㅠ Take some medicine, it'll go away quickly"
나 새벽에 배 아파서 눈 떴잖아 ㅜ,I woke up in the middle of the night with a stomachache ㅜ
헐 나도 그런 거 알지 ㅠㅠ 배 찜질해줘 온으로 ㅠㅠ,"Oh my, I know that too ㅠㅠ Give me a steaming hot bath ㅠㅠ"
흙 ㅜㅜ 어쩐지 어제 식욕이 대박이더라고!,Oh my gosh ㅜㅜ I had a really big appetite yesterday!
여자는 진짜 정확 하다니까 키키,"Women are really accurate, Kiki"
키키 맞아 나 그래서 어제 야식 먹었잖아!,"Kiki: That's right, that's why I ate a late-night snack yesterday!"
난 저번 주에 끝났는데 야식으로는 뭐?,"I finished last week, what should I have for a midnight snack?"
나 크레미랑 핫바 편의점 가서 사와서 먹었어 키키,I went to the convenience store with Cremi and Hot Bar and bought some and ate them Kiki
우와 우와 맛있겠다 나도 어제 핫도그 시켜 먹음 키키,Wow wow it looks delicious I ordered a hotdog yesterday too Kiki
키키 오 설마 명량핫도그 시켜 먹은 거!?,"Kiki Oh, did you really order a Myeongryang hotdog!?"
맞앙 오늘 남은 거 운동 다녀와서 먹어야지,"Yeah, I have to eat what's left after I go to the gym today."
키키 그래 그래 나는 오늘 뜨쥬갈 예정!,Kiki Yeah yeah I'm planning on going today!
설탕 뿌려야 되는 거 알지 치즈 쭈욱 감자,You know you have to sprinkle sugar on the potatoes with cheese
언니네 집에 전자레인지도 있어?,Does your sister have a microwave at home?
응 전자레인지 남자친구가 사줘서 있어 하하,"Yeah, I have a microwave because my boyfriend bought it for me haha"
그렇구나 TV는 원래 있었다고 했지?,"I see. You said there was a TV originally, right?"
응 거기 두개 있었는데 한개 빼달라 그랬어!,"Yeah, there were two there, but I asked them to take one away!"
와 TV가 두 개나 있었다고!?,"Wow, there were two TVs!?"
웅 방에 큰 거 하나 거실에 벽걸이 키키,"Yeah, one big one in the room and a wall-mounted Kiki in the living room."
와 쩐다 키키 언니 그러면 풀옵션으로 들어간 거네?,"Wow, that's awesome. So, Kiki, you went with the full option?"
맞아 풀옵 이긴 한데 약간 애매 키키 가전제품 꾸졌어,"Yes, it's a full option, but it's a bit ambiguous. Kiki's home appliances are decorated"
아 진짜? 어떤 게 기본 옵션으로 들어가 있었어?,Oh really? What was included as a default option?
냉장고랑 세탁기랑 티비 이거 뿐,"Just a refrigerator, a washing machine, and a TV."
"어엇, 나는 냉장고 세탁기 전자레인지, TV 왜 안 줘,","Hey, why don't you give me a refrigerator, washing machine, microwave, and TV?"
헐 그래서 맥북 산고야? 키키,"Oh, so you're buying a MacBook? Kiki"
키키 엉 나 넷플 맥북으로 볼 거다!,"Kiki, I'm going to watch Netflix on my MacBook!"
개꿀이네 넷플릭스 나도 맥북 사고 싶다,Netflix is so great. I want to buy a MacBook too.
이것도 다 빚이야 빚~,"This is all debt, debt~"
그래? 그래도 투자는 해야지 자신한테,Yeah? But you still have to invest in yourself.
언니 근데 차 사면 유지비는 예상하고 사는 거야?,"Sister, when you buy a car, do you anticipate the maintenance costs?"
응 엄마한테 물어봤지ㅜㅜ 좀 목돈이긴 한데,"Yeah, I asked my momㅜㅜ It's a bit expensive though"
오우 어무니도 차 끌고 다니셔?,"Oh, your mom drives a car too?"
응 엄마 아빠 두분 다 끌고 다니셔!,"Yeah, Mom and Dad, take them both!"
와 그러면 언니네 차 두 개 이상 있겠네?,"Wow, then your sister must have more than two cars?"
맞아 그래서 가끔 아빠 술 드실 때 나 대리 시킴,"Yeah, that's why sometimes I make my dad drink instead."
옼 키키 아부지 대박이신데?,"Hey Kiki, your dad is awesome!"
그러면 부모님이 타고 계시는 차종은 뭐야?,So what kind of car do your parents drive?
두분다 suv 그래서 좋아 잘보여,Both of them are SUVs so they look good
와 역시 차는 커 봐야 한다니까~?,"Wow, I guess the car has to be big, right?"
맞아 맞아 모닝같은 거 타면 무섭더라고...,"Yeah, yeah, it was scary when I rode something like the Morning..."
"와, 언니 모닝 대형버스 안에 깔려서 짜부된 거 봤어?","Wow, did you see that big bus crushed inside the morning bus?"
응 그런거 보면 진짜 무섭다니까ㅜㅜ,"Yeah, it's really scary when I see things like thatㅜㅜ"
맞아 ㅜㅜ 그래서 언니는 케이빠이브 보고 있다규~?,Right ㅜㅜ So you're watching K-Pop?
응 맞아 나라도 싼 차 타야지 에혀 하하,Yeah that's right I should drive a cheap car too haha
키키 아니 그게 싼 차라니 역시 언니는 브루주아였어!,"Kiki: No, that's a cheap car. As expected, you're a bourgeois!"
빨리 차 사고 싶어 그만 얘기해 차 얘기!,"Stop talking about cars, I want to buy a car soon!"
언니는 지금 회사 그만 둘 생각이야?,"Are you thinking of quitting your job now, sister?"
응 청년내일채움 끝나면 퇴사 각 ~,"Yeah, after the Youth Tomorrow Filling is over, I'll quit my job."
"할, 그러면 8개월 카운트다운 들어가는 거야?","Okay, so it's going to be an 8 month countdown?"
응 맞아 디데이도 해놨어 카톡에 캬 하하,Yeah that's right I even made a D-Day post on KakaoTalk haha
와 키키 언니네 직장 상사분들도 그 디데이 뜻 알고 있어?,"Wow, Kiki's bosses at work also know what D-Day means?"
아니 모르지 키키 상사라 해봤자 부장님은 눈치 챘을 듯,"No, I don't know, even if you say Kiki, the manager probably noticed"
아앗 키키 근데 왜 그만두려고 하는 거야 일이 힘들어?,"Aaah Kiki, but why are you quitting? Is work hard?"
아니 그건 아니고 사람 관계에서 지쳤으 너무 ㅜ,"No, that's not it. I'm just so tired of human relationships."
거기 진상 고객이 많아서 그래? ㅜㅜ,Is that because there are a lot of regular customers there? ㅜㅜ
에이 그러면 벌써 그만뒀지 직원들끼리 지친겨ㅠ,"Hey, then I quit already. The employees are tired."
할ㅜㅜ 직원 분들이랑 뭐가 있었어?,What happened with the staff?
응 한 명이랑 계속 부딪히네 힘들다ㅜㅜ,"Yeah, I keep bumping into one person, it's hardㅜㅜ"
"하, 근데 어떤 직종이든 같이 일하는 사람이랑 안 맞으면 진짜 힘든 거 같아,","Ha, but I think it's really hard in any job if you don't get along with the people you work with."
맞아 일이 힘들면 머하냐고 ㅠㅠ그거라도 좋아야지,"That's right, if things are hard, what can I do? ㅠㅠ Even that should be good"
"맞아,,나도 그랬던 적 있어서 잘 알아,","Yeah, I know because I've been there too."
어떻게 해결했니 부럽다ㅜㅜ 난 포기할래,How did you solve it? I'm jealousㅜㅜ I'm going to give up
언니 혹시 피엑스 상품 써본 적 있어?,"Sister, have you ever used PX products?"
응 그거 초록색 화장품 이름 뭐지,"Yeah, what's the name of that green cosmetic?"
아 알지알지 닥터지 제품 말하는 거지?,"Oh, I know, you're talking about Dr. G products, right?"
닥터지 닥터지랑 달팽이 크림 써봄,I tried Dr. G and Dr. G snail cream
맞아 키키 그거 진짜 인기잖아 올영에서도 팔던데?,"Yeah Kiki, that's really popular. They sell it at All Young too, right?"
그거 진짜 싸고 촉촉 하더라 개좋아 ~ 맞아,"That's really cheap and moist, I love it~ Yeah"
맞아 내가 아는 분들도 다 그거 쓰더라 수분크림!,"Yeah, everyone I know uses that moisturizing cream!"
근데 올영에서 사는 것보다 피엑스에서 사는 게 훨 쌈,But it's much cheaper to live in PX than in Olyeong.
맞아 내가 보니까 올영에서 2만 원이 넘는데 피엑스는 만 원도 안 함!,"That's right, I saw that it's over 20,000 won at Ollyong, but PX is less than 10,000 won!"
그래서 나는 연무대가 본집이라 가끔 군인 마트 가면 사지 !,"So, since Yeonmu-dae is my hometown, I sometimes go to the military mart and buy things!"
키키 오 대박 언니도 군인마트 갈 수 있어?,"Kiki Oh, Daebak, can you go to the Military Mart too?"
할아버지가 군인이셨어서 증 있으면 갈 수 있어ㅜㅜ,"My grandfather was a soldier, so if you have a certificate, you can goㅜㅜ"
와 대박 언니 나는 그러면 에이에이치씨 아이크림 부탁해도 돼!?,"Wow, awesome, sis. Then can I ask for AHC eye cream?"
좋지 거기 가면 라면이랑 음식 엄청 싸게 살 수 있어 키키,"Great, if you go there you can buy ramen and food really cheaply Kiki"
키키 와 대박 부럽다 나중에 언니 따라가야겠다!,"Kiki, I'm so jealous. I have to go with you later!"
아이스크림도 싸고 팩도 엄청 싸 특히 팩 강츄!,The ice cream is cheap and the pack is super cheap too. I especially recommend the pack!
언니는 삼 남매잖아 맞지?,"Sister, you have three siblings, right?"
응 난 삼 남매야ㅠㅠ 내가 첫째야 흑,Yeah I'm one of three siblingsㅠㅠ I'm the oldest
누가 공부를 제일 잘하고 있는 거 같아?,Who do you think is studying the best?
아마 남동생이 제일 잘하지 않을까 키키,"Kiki, I think my younger brother is the best"
진짜? 여동생도 물치과면 공부 꽤 했을 텐데!?,Really? My little sister must have studied quite a bit for dental school too!?
아냐 키키 남동생만 유일하게 인문계 나왔거든 키키,"No, Kiki's younger brother is the only one who majored in humanities. Kiki"
와오 키키 그렇구나 남동생 그러면 야자시간 가졌겠다 ㅜ,"Wow Kiki, I see. Then your little brother must have had a free time. ㅜ"
응 맞아 그리고 개는 그래서 아래로 대학 내려갔잖아ㅠ 등급 맞춰서,"Yeah, that's right, and that's why the dog went down to college. It matched the grades."
ㅜㅜ헐 ㅜㅜ 수능 이번에 안 본대?,ㅜㅜOh my gosh ㅜㅜ I guess I’m not taking the CSAT this time?
보겠지 근데 요즘엔 공부 안하고 몸 만드느라 정신없음,"I see, but these days I'm too busy working out to study."
아고 키키 그래 공부보다 건강한 게 최고지!,"Oh Kiki, that's right, being healthy is better than studying!"
근데 진짜 집에서만 운동했는데 몸 짱 좋아졌어,But I really only worked out at home and my body got in great shape.
와 부럽다 ㅜㅜ 그것도 근데 정신력이 있어야 하는데!,"Wow, I'm jealous ㅜㅜ But that also requires mental strength!"
맞아ㅜㅜ 거의 마동석은 아닌데 얼추 비슷해졌어 키키,"That's rightㅜㅜ It's not quite Ma Dong-seok, but it's similar to Kiki"
"키키 와 그 정도야,?","Kiki, is that it?"
그 정도면 타고나야 하는 건데?,Shouldn't that be something you're born with?
진짜 뱃살 엄청 나왔었는데 역대급임,"I really had a ton of belly fat, it was the best ever"
언니네 가족여행 일 년에 한 번씩은 간다고 했잖아!,You said you go on a family trip with your sister once a year!
맞아 이번에는 울릉도 가려고 했는데ㅠㅜ,"Yeah, I was planning to go to Ulleungdo this time ㅠㅜ"
